"DataItemPath","FieldName","LocalFile","Purpose","DamId","PublicUrl","ImageFieldXml","Error"
"/sitecore/content/nonprofit/nonprofit/Data/Headers/Main Header","Logo","openhand-logo.png","Header logo","1yr7T6coQJe8aBsKfRo5jw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d503fda7b0c44aa1b3e31432127dc267","<Image src=""https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d503fda7b0c44aa1b3e31432127dc267"" dam-id=""1yr7T6coQJe8aBsKfRo5jw"" alt=""Openhand"" dam-content-type=""Image"" />",
"/sitecore/content/nonprofit/nonprofit/Data/Footers/Main Footer","Logo","openhand-logo.png","Footer logo (local PNG on cream chip until DAM invert is safe)","","","<Image src=""/openhand/openhand-logo.png"" alt=""Openhand"" />",
"/sitecore/content/nonprofit/nonprofit/Data/HomeHeros/Home","Image","hero-give.jpg","HomeHero banner","","","<Image src=""/openhand/hero-give.jpg"" alt=""Openhand home hero"" />",
"/sitecore/content/nonprofit/nonprofit/Data/Promos/Give","PromoImageOne","appeal-winter.jpg","Home ImageLeft / give promo","","","<Image src=""/openhand/appeal-winter.jpg"" alt=""Keep the heating on this winter"" />",
"/sitecore/content/nonprofit/nonprofit/Data/Promos/Get Help","PromoImageOne","promo-1.jpg","Home ImageRight / help promo","","","<Image src=""/openhand/promo-1.jpg"" alt=""Advice for energy, rent and emergency grants"" />",
"/sitecore/content/nonprofit/nonprofit/Data/Promos/Newsletter","PromoImageOne","promo-3.jpg","Home Newsletter promo","","","<Image src=""/openhand/promo-3.jpg"" alt=""Crisis updates in one email"" />",
"/sitecore/content/nonprofit/nonprofit/Data/Promos/Advice","PromoImageOne","hero-give.jpg","PromoGrid card — advice","","","<Image src=""/openhand/hero-give.jpg"" alt=""Get help with bills, rent and grants"" />",
"/sitecore/content/nonprofit/nonprofit/Data/Promos/Partner","PromoImageOne","partner-1.jpg","PromoGrid card — Northgate","","","<Image src=""/openhand/partner-1.jpg"" alt=""Northgate Community Hub"" />",
"/sitecore/content/nonprofit/nonprofit/Data/Promos/Story","PromoImageOne","story-1.jpg","PromoGrid card — Maria","","","<Image src=""/openhand/story-1.jpg"" alt=""The meter went dark in January"" />",
"/sitecore/content/nonprofit/nonprofit/Home/get-help/help-when-the-money-runs-out","Image","hero-give.jpg","AEO ArticlePage hero","","","<Image src=""/openhand/hero-give.jpg"" alt=""Help when the money runs out"" />",
"/sitecore/content/nonprofit/nonprofit/Home/get-help/help-with-energy-bills","Image","promo-1.jpg","Advice ArticlePage hero","","","<Image src=""/openhand/promo-1.jpg"" alt=""Help with energy bills"" />",
"/sitecore/content/nonprofit/nonprofit/Home/get-help/what-to-do-if-you-cannot-pay-your-rent","Image","promo-2.jpg","Advice ArticlePage hero","","","<Image src=""/openhand/promo-2.jpg"" alt=""What to do if you cannot pay your rent"" />",
"/sitecore/content/nonprofit/nonprofit/Home/news/winter-match-extended","Image","appeal-winter.jpg","News ArticlePage hero","","","<Image src=""/openhand/appeal-winter.jpg"" alt=""Winter match extended to 21 December"" />",
"/sitecore/content/nonprofit/nonprofit/Home/events/leeds-winter-walk","Image","appeal-winter.jpg","EventPage hero — fundraise walk","","","<Image src=""/openhand/appeal-winter.jpg"" alt=""Leeds winter walk"" />",
"/sitecore/content/nonprofit/nonprofit/Home/events/adviser-training-day","Image","promo-1.jpg","EventPage hero — training","","","<Image src=""/openhand/promo-1.jpg"" alt=""Adviser training day"" />",
"/sitecore/content/nonprofit/nonprofit/Home/events/pantry-open-saturday","Image","story-2.jpg","EventPage hero — pantry open day","","","<Image src=""/openhand/story-2.jpg"" alt=""Pantry open Saturday"" />",
